Item_Store_ID,Item_Store_Returns
DRI11_BABATUNJI035,4381.00172065531
DRI11_BABATUNJI045,4379.289574968407
DRI13_BABATUNJI013,7189.58460760608
DRI13_BABATUNJI018,7786.064722348756
DRI13_BABATUNJI046,8282.336016193767
DRI25_BABATUNJI017,5234.202570907541
DRI25_BABATUNJI027,6305.784528152723
DRI25_BABATUNJI045,4652.4928037131795
DRI25_BABATUNJI046,4072.492607522311
DRI25_BABATUNJI049,4308.64249362601
DRI37_BABATUNJI017,4837.295283514946
DRI37_BABATUNJI018,3995.2784783439715
DRI37_BABATUNJI027,6209.689721619676
DRI37_BABATUNJI046,4180.11719300401
DRI37_BABATUNJI049,4388.093594455383
DRI39_BABATUNJI017,4536.943498563086
DRI39_BABATUNJI018,3870.427443070471
DRI39_BABATUNJI027,6154.996909799858
DRI39_BABATUNJI035,4415.559049356017
DRI49_BABATUNJI018,3849.415411622281
DRI49_BABATUNJI035,4598.949663648598
DRI49_BABATUNJI045,4424.633677242083
DRI49_BABATUNJI046,4177.023195936144
DRJ11_BABATUNJI010,3705.9774150451963
DRJ11_BABATUNJI013,7407.068332502942
DRJ23_BABATUNJI010,4005.8765055201434
DRJ23_BABATUNJI013,6797.725506850857
DRJ24_BABATUNJI010,3395.933174921301
DRJ24_BABATUNJI013,6592.2181549239895
DRJ25_BABATUNJI017,4677.353298250787
DRJ25_BABATUNJI018,3849.4743377947493
DRJ25_BABATUNJI045,4286.910204199491
DRJ25_BABATUNJI049,4245.300548958292
DRJ35_BABATUNJI017,4624.00354018888
DRJ35_BABATUNJI046,4354.5423184405545
DRJ39_BABATUNJI013,7675.608663807799
DRJ39_BABATUNJI018,8415.145814692238
DRJ39_BABATUNJI046,7657.47108308637
DRJ47_BABATUNJI013,6313.159623654037
DRJ49_BABATUNJI045,5338.403216270976
DRJ51_BABATUNJI013,7585.178529434849
DRJ51_BABATUNJI049,8738.41937423362
DRJ59_BABATUNJI027,6447.24794831424
DRJ59_BABATUNJI045,4267.58460501923
DRJ59_BABATUNJI046,3904.4836890262677
DRJ59_BABATUNJI049,4099.60512257755
DRK01_BABATUNJI017,4786.631107056026
DRK01_BABATUNJI018,4456.789026870118
DRK01_BABATUNJI035,4627.486896109103
DRK01_BABATUNJI045,4486.950825799916
DRK12_BABATUNJI017,4941.152664567385
DRK12_BABATUNJI018,3988.925993764882
DRK12_BABATUNJI027,6134.1474014381365
DRK12_BABATUNJI035,5074.748230796768
DRK12_BABATUNJI045,4656.5104146781605
DRK12_BABATUNJI049,4610.394235660929
DRK13_BABATUNJI013,6813.123894877202
DRK13_BABATUNJI046,7836.0854600393695
DRK23_BABATUNJI013,7442.772024153985
DRK23_BABATUNJI018,7832.770051521917
DRK23_BABATUNJI049,8669.92410435645
DRK35_BABATUNJI017,4577.315892571045
DRK35_BABATUNJI019,2644.012168468242
DRK35_BABATUNJI027,6032.008421133124
DRK35_BABATUNJI035,4618.022627429797
DRK35_BABATUNJI045,4413.121101563369
DRK35_BABATUNJI046,4394.3479113686935
DRK35_BABATUNJI049,4557.578438469385
DRK37_BABATUNJI010,4372.581616963596
DRK39_BABATUNJI017,4765.550702826074
DRK39_BABATUNJI027,6267.854240006548
DRK39_BABATUNJI046,4578.126394445462
DRK39_BABATUNJI049,4438.146201423009
DRK47_BABATUNJI013,7770.369552092395
DRK47_BABATUNJI018,8115.415111877468
DRK47_BABATUNJI046,8456.247561537652
DRK47_BABATUNJI049,8464.584168007557
DRK49_BABATUNJI017,4970.750322021265
DRK49_BABATUNJI019,3305.089709739773
DRK49_BABATUNJI027,6300.8699572719825
DRK49_BABATUNJI035,4864.272264720552
DRK49_BABATUNJI046,4023.701505209563
DRK49_BABATUNJI049,4432.850831407118
DRK59_BABATUNJI010,5019.710029770618
DRK59_BABATUNJI018,7521.5069954216415
DRL01_BABATUNJI010,5024.709178656181
DRL01_BABATUNJI013,7011.81999315056
DRL01_BABATUNJI049,7962.682236490124
DRL23_BABATUNJI035,5479.568371165367
DRL23_BABATUNJI045,5298.237849968269
DRL35_BABATUNJI017,4829.472501551316
DRL35_BABATUNJI027,6255.852612441516
DRL35_BABATUNJI035,4769.160398778087
DRL35_BABATUNJI045,4457.852292607315
DRL35_BABATUNJI049,4173.068624800138
DRL37_BABATUNJI017,4817.437154556586
DRL37_BABATUNJI018,3833.4989801476813
DRL37_BABATUNJI027,6123.918170706885
DRL37_BABATUNJI035,4586.256198545493
DRL37_BABATUNJI045,4372.048776596965
DRL37_BABATUNJI049,4774.539592788229
DRL47_BABATUNJI027,7462.814286060314
DRL47_BABATUNJI045,5440.814821019907
DRL59_BABATUNJI019,2962.921539197195
DRL59_BABATUNJI035,4724.096895665006
DRM11_BABATUNJI013,7359.428811041241
DRM11_BABATUNJI018,7978.777265178514
DRM11_BABATUNJI046,8147.59533675814
DRM23_BABATUNJI013,6546.869667318847
DRM37_BABATUNJI010,3759.952312815419
DRM37_BABATUNJI013,6846.139388684602
DRM47_BABATUNJI010,3367.588094967997
DRM48_BABATUNJI027,6209.689721619676
DRM48_BABATUNJI045,4312.062196244927
DRM48_BABATUNJI046,4202.983197765889
DRM48_BABATUNJI049,4414.949482220694
DRM49_BABATUNJI017,4659.237795194682
DRM49_BABATUNJI035,4381.301420427439
DRM49_BABATUNJI045,4254.0085493251245
DRM49_BABATUNJI049,4491.153291799192
DRN35_BABATUNJI018,4588.69179773092
DRN35_BABATUNJI035,4723.034127141558
DRN35_BABATUNJI046,4391.553797465865
DRN35_BABATUNJI049,4392.024317439652
DRN36_BABATUNJI019,2128.934969987218
DRN36_BABATUNJI027,6373.912863066891
DRN36_BABATUNJI035,4647.548627522509
DRN36_BABATUNJI045,4503.830992546379
DRN37_BABATUNJI013,6215.496079101128
DRN47_BABATUNJI010,2059.332087209927
DRN47_BABATUNJI013,6370.184461739945
DRN59_BABATUNJI017,4398.95554007565
DRN59_BABATUNJI027,6058.634191177268
DRN59_BABATUNJI045,4123.234717628204
DRN59_BABATUNJI049,4617.6027681199375
DRO35_BABATUNJI045,5113.6554590001815
DRO47_BABATUNJI035,5075.325286980076
DRO59_BABATUNJI017,4561.029770811793
DRO59_BABATUNJI019,2626.6011906427852
DRO59_BABATUNJI045,4414.717499021107
DRO59_BABATUNJI049,4589.051090194369
DRP35_BABATUNJI027,7318.809095489028
DRP35_BABATUNJI045,4699.18949247592
DRP47_BABATUNJI013,7615.635856278603
DRP47_BABATUNJI046,7854.059698332812
DRP47_BABATUNJI049,8525.626865003638
DRQ35_BABATUNJI027,7313.145332244858
DRQ35_BABATUNJI035,5058.209975060011
DRQ35_BABATUNJI045,4991.175618125452
DRY23_BABATUNJI017,4800.685060832332
DRY23_BABATUNJI019,2767.811273806283
DRY23_BABATUNJI027,6373.350291732864
DRY23_BABATUNJI035,4665.865338862775
DRY23_BABATUNJI046,4540.375214960997
DRY23_BABATUNJI049,4347.30643281995
DRZ11_BABATUNJI027,8103.362303629718
DRZ11_BABATUNJI045,4904.988063317969
DRZ24_BABATUNJI027,8133.837098762363
DRZ24_BABATUNJI045,5107.840101193503
FDA01_BABATUNJI017,5056.636705333382
FDA01_BABATUNJI018,3947.362380580261
FDA01_BABATUNJI027,6471.475440265973
FDA01_BABATUNJI035,4839.893527155896
FDA01_BABATUNJI045,4554.161258167649
FDA01_BABATUNJI046,4648.713393686732
FDA04_BABATUNJI013,7536.366784126634
FDA04_BABATUNJI018,7466.525755247847
FDA04_BABATUNJI035,10469.279970642781
FDA04_BABATUNJI046,8171.3604875113315
FDA04_BABATUNJI049,8874.589074811201
FDA07_BABATUNJI027,8642.120828829946
FDA07_BABATUNJI035,5172.692348735065
FDA07_BABATUNJI045,5176.216934405728
FDA10_BABATUNJI027,7071.919897171875
FDA10_BABATUNJI035,5227.623781275319
FDA11_BABATUNJI017,4635.029694969963
FDA11_BABATUNJI018,4107.82938668412
FDA11_BABATUNJI027,6350.872325906393
FDA11_BABATUNJI045,4506.030716033815
FDA13_BABATUNJI017,4469.948504794955
FDA13_BABATUNJI018,3995.30802171416
FDA13_BABATUNJI019,2581.957162099227
FDA13_BABATUNJI027,6058.634191177268
FDA13_BABATUNJI035,4355.8968135392015
FDA13_BABATUNJI045,4205.937930519762
FDA13_BABATUNJI049,4602.195960750969
FDA15_BABATUNJI010,4878.095385678842
FDA15_BABATUNJI013,7819.240578646985
FDA15_BABATUNJI018,8177.583153522844
FDA15_BABATUNJI049,9230.57581257744
FDA16_BABATUNJI018,8720.441125102227
FDA16_BABATUNJI046,8355.749126297238
FDA20_BABATUNJI013,7156.861030887939
FDA21_BABATUNJI013,6651.6868734716645
FDA23_BABATUNJI017,5011.1590408638085
FDA23_BABATUNJI027,6716.473409911394
FDA23_BABATUNJI035,4514.925136299837
FDA25_BABATUNJI017,5259.445528125001
FDA25_BABATUNJI018,3815.3542374552217
FDA25_BABATUNJI035,5312.760431796045
FDA25_BABATUNJI045,5068.355505370661
FDA26_BABATUNJI013,8200.378877867013
FDA26_BABATUNJI018,7689.932233514397
FDA27_BABATUNJI018,7247.100156611798
FDA27_BABATUNJI046,7554.11833010146
FDA27_BABATUNJI049,8034.809894405861
FDA28_BABATUNJI027,8486.852231545832
FDA32_BABATUNJI010,4800.108629483312
FDA32_BABATUNJI018,8321.547426179015
FDA32_BABATUNJI046,8130.828351564944
FDA34_BABATUNJI013,6555.727810935785
FDA35_BABATUNJI027,8021.821720642654
FDA36_BABATUNJI013,7245.562386396579
FDA37_BABATUNJI035,5250.134515027652
FDA38_BABATUNJI013,7276.110061537273
FDA38_BABATUNJI018,8319.404885780976
FDA38_BABATUNJI049,8989.694665075802
FDA39_BABATUNJI017,4718.298445534034
FDA39_BABATUNJI018,4160.123084578283
FDA39_BABATUNJI027,6881.587172643579
FDA39_BABATUNJI035,4635.555075617533
FDA39_BABATUNJI046,4242.101427295773
FDA39_BABATUNJI049,4149.287153108916
FDA40_BABATUNJI017,4813.790565502597
FDA40_BABATUNJI035,4563.205408559077
FDA40_BABATUNJI046,4571.354430323766
FDA40_BABATUNJI049,4364.491309403891
FDA43_BABATUNJI010,4067.527261073408
FDA43_BABATUNJI013,7205.498331911589
FDA44_BABATUNJI017,4520.566340250866
FDA44_BABATUNJI018,4177.690192452216
FDA44_BABATUNJI027,6330.394084279388
FDA44_BABATUNJI035,4355.8839832842805
FDA44_BABATUNJI045,4048.7329447353322
FDA44_BABATUNJI049,4601.8678233866785
FDA45_BABATUNJI013,6989.77233330322
FDA46_BABATUNJI013,6959.281007337051
FDA48_BABATUNJI046,7704.616752119997
FDA49_BABATUNJI019,2253.6151039827128
FDA49_BABATUNJI027,6348.615110629113
FDA49_BABATUNJI035,4243.384148026211
FDA49_BABATUNJI046,4293.495613124003
FDA49_BABATUNJI049,4843.5529343105845
FDA50_BABATUNJI017,4488.942406233263
FDA50_BABATUNJI019,2054.3713951695286
FDA50_BABATUNJI027,6313.669960620458
FDA50_BABATUNJI035,4381.180794476473
FDA51_BABATUNJI027,7719.593812990177
FDA52_BABATUNJI013,7007.158534500967
FDA55_BABATUNJI013,7191.055175776671
FDA55_BABATUNJI018,8466.765235725486
FDA56_BABATUNJI027,8230.470609645532
FDA56_BABATUNJI045,5140.550732119352
FDA57_BABATUNJI027,6236.998135498686
FDA57_BABATUNJI045,4600.250255375471
FDA58_BABATUNJI013,7736.319390298046
FDA58_BABATUNJI046,7758.305093639977
FDB02_BABATUNJI013,6474.926122342948
FDB03_BABATUNJI013,7295.096737067051
FDB03_BABATUNJI018,7413.936782820356
FDB03_BABATUNJI046,7646.237699000117
FDB03_BABATUNJI049,8331.528668034722
FDB04_BABATUNJI017,4924.622352843032
FDB04_BABATUNJI019,2379.705922579291
FDB04_BABATUNJI027,6818.364850614103
FDB04_BABATUNJI035,4636.914383049423
FDB04_BABATUNJI045,4537.536823483064
FDB04_BABATUNJI046,4491.441821577268
FDB05_BABATUNJI046,8302.037522960738
FDB05_BABATUNJI049,8577.75979455801
FDB10_BABATUNJI018,7478.100302981103
FDB10_BABATUNJI049,8374.776881504724
FDB11_BABATUNJI013,6982.455064836783
FDB12_BABATUNJI035,4839.406378466208
FDB14_BABATUNJI018,4265.110206447102
FDB14_BABATUNJI019,2627.34363002824
FDB14_BABATUNJI027,6887.661571427214
FDB14_BABATUNJI035,5001.889406781762
FDB14_BABATUNJI045,4520.404952596472
FDB15_BABATUNJI010,4800.763982282462
FDB15_BABATUNJI013,7805.155690464071
FDB15_BABATUNJI018,7644.87537527977
FDB15_BABATUNJI035,9656.993818049972
FDB15_BABATUNJI046,8067.789237115465
FDB15_BABATUNJI049,8500.608667019646
FDB16_BABATUNJI035,4418.536092884507
FDB16_BABATUNJI045,4295.286969747363
FDB16_BABATUNJI046,4501.933089289464
FDB16_BABATUNJI049,4457.1310352455575
FDB17_BABATUNJI010,2949.514371440388
FDB17_BABATUNJI013,6526.69869275061
FDB20_BABATUNJI017,4845.371610238861
FDB20_BABATUNJI035,4932.829790627794
FDB20_BABATUNJI045,4724.1901918026015
FDB20_BABATUNJI049,4276.58523349961
FDB21_BABATUNJI018,7152.897105027023
FDB23_BABATUNJI013,7202.128579045643
FDB23_BABATUNJI018,7646.007902133519
FDB26_BABATUNJI017,4822.294245349207
FDB26_BABATUNJI027,6400.010012562187
FDB26_BABATUNJI035,4841.016630695509
FDB26_BABATUNJI045,4542.46189369899
FDB26_BABATUNJI046,3998.4292525756
FDB27_BABATUNJI010,3932.227267334171
FDB27_BABATUNJI046,8844.222297331244
FDB28_BABATUNJI010,3962.9942687823063
FDB28_BABATUNJI013,7288.312370151313
FDB29_BABATUNJI035,5580.917265850467
FDB29_BABATUNJI045,5377.810915041851
FDB32_BABATUNJI017,4985.045458218872
FDB32_BABATUNJI018,4226.126450253778
FDB32_BABATUNJI019,2745.9794851068878
FDB32_BABATUNJI027,6626.093203776008
FDB32_BABATUNJI035,4829.183963127769
FDB34_BABATUNJI017,4955.137634911765
FDB34_BABATUNJI018,4184.872866122606
FDB34_BABATUNJI027,6543.615600100398
FDB34_BABATUNJI035,4954.134215976431
FDB34_BABATUNJI045,4617.256377522808
FDB34_BABATUNJI049,4287.196926554136
FDB35_BABATUNJI017,4934.077607937648
FDB35_BABATUNJI018,4067.402199874517
FDB35_BABATUNJI019,2253.9048589475074
FDB35_BABATUNJI045,4968.037998008729
FDB35_BABATUNJI046,4749.868771220768
FDB36_BABATUNJI027,9232.84152960228
FDB37_BABATUNJI013,7120.011689198041
FDB37_BABATUNJI046,8128.887304853755
FDB37_BABATUNJI049,8927.884434868707
FDB39_BABATUNJI017,4559.10120481459
FDB39_BABATUNJI019,2741.3096866071674
FDB39_BABATUNJI035,4591.461505865496
FDB39_BABATUNJI045,4397.462395043812
FDB39_BABATUNJI049,4281.441297752541
FDB41_BABATUNJI018,4162.197614204628
FDB41_BABATUNJI019,2744.8300363929884
FDB41_BABATUNJI035,4670.578671638486
FDB41_BABATUNJI045,4440.012083705245
FDB41_BABATUNJI046,4287.479467912003
FDB44_BABATUNJI013,7564.512467669301
FDB44_BABATUNJI046,8561.219983477371
FDB45_BABATUNJI019,2059.3647313233273
FDB45_BABATUNJI045,5058.414090589444
FDB47_BABATUNJI013,7261.3317340422345
FDB49_BABATUNJI018,3750.8152688995806
FDB49_BABATUNJI019,2118.6302707095206
FDB49_BABATUNJI045,4529.05972632712
FDB50_BABATUNJI017,4640.35198511723
FDB50_BABATUNJI018,3906.4323552651495
FDB50_BABATUNJI045,4339.176232103149
FDB50_BABATUNJI046,4795.810982468152
FDB50_BABATUNJI049,4082.0884768153996
FDB51_BABATUNJI017,4824.341276345471
FDB51_BABATUNJI018,4326.906713617706
FDB51_BABATUNJI035,4462.532700582096
FDB51_BABATUNJI045,4482.729234666705
FDB51_BABATUNJI046,4424.782258201078
FDB52_BABATUNJI013,7539.212633755808
FDB52_BABATUNJI018,8060.191767003815
FDB52_BABATUNJI049,8028.256709427244
FDB56_BABATUNJI013,6790.794338380398
FDB57_BABATUNJI013,7514.330903424636
FDB57_BABATUNJI046,8468.302613332475
FDB59_BABATUNJI046,6516.697390679867
FDB60_BABATUNJI010,3564.2962475299173
FDB60_BABATUNJI013,6730.642254903574
FDC02_BABATUNJI010,4695.586096915974
FDC02_BABATUNJI013,7002.419654425629
FDC02_BABATUNJI018,8008.841967181048
FDC02_BABATUNJI046,7478.381221710718
FDC03_BABATUNJI013,7647.086103333401
FDC04_BABATUNJI018,8032.4980035852095
FDC04_BABATUNJI049,8044.9073915371355
FDC08_BABATUNJI010,4949.815149412605
FDC08_BABATUNJI013,7127.847607663586
FDC08_BABATUNJI046,7463.065628337403
FDC08_BABATUNJI049,8367.17003846572
FDC09_BABATUNJI018,3321.0249970387586
FDC09_BABATUNJI045,4495.978406885516
FDC10_BABATUNJI027,7845.528614165471
FDC10_BABATUNJI035,5278.600986845596
FDC11_BABATUNJI018,4107.34858852403
FDC11_BABATUNJI027,6542.320021238509
FDC11_BABATUNJI046,4849.143835685321
FDC14_BABATUNJI017,4871.44515593324
FDC14_BABATUNJI018,3927.9064737756544
FDC14_BABATUNJI019,2580.457408197764
FDC14_BABATUNJI027,6400.348253526618
FDC14_BABATUNJI046,4000.0132157887124
FDC14_BABATUNJI049,4185.0596177807
FDC16_BABATUNJI017,4862.186480435019
FDC16_BABATUNJI018,3680.340958972228
FDC16_BABATUNJI027,6880.973389026412
FDC16_BABATUNJI035,4488.663400835563
FDC16_BABATUNJI045,4213.773768351224
FDC16_BABATUNJI046,4356.834923925849
FDC16_BABATUNJI049,4000.0708421962986
FDC17_BABATUNJI013,7108.957494747408
FDC17_BABATUNJI046,7625.263636154603
FDC20_BABATUNJI017,4674.091284819706
FDC20_BABATUNJI018,3906.8848766938736
FDC20_BABATUNJI019,3093.2803218281397
FDC20_BABATUNJI035,4576.772198106648
FDC20_BABATUNJI045,4361.821171154026
FDC20_BABATUNJI046,4579.2596151023445
FDC21_BABATUNJI017,5265.837963272628
FDC21_BABATUNJI019,1156.0622883091937
FDC22_BABATUNJI013,7593.130410030405
FDC26_BABATUNJI035,5098.5538252570905
FDC28_BABATUNJI017,4914.23253541745
FDC28_BABATUNJI019,1572.1103401271448
FDC28_BABATUNJI027,6837.449632125861
FDC28_BABATUNJI045,4598.463884300116
FDC29_BABATUNJI027,8418.006070364667
FDC29_BABATUNJI035,5277.103832171198
FDC32_BABATUNJI019,2250.728345350177
FDC32_BABATUNJI027,6420.8854547857045
FDC32_BABATUNJI035,4410.15524710591
FDC32_BABATUNJI045,4143.040220888909
FDC33_BABATUNJI013,6977.727914908078
FDC33_BABATUNJI046,7183.417386776514
FDC35_BABATUNJI010,4363.548169874582
FDC35_BABATUNJI013,7493.253845735756
FDC35_BABATUNJI046,8014.539582901438
FDC37_BABATUNJI019,1279.2046238957737
FDC39_BABATUNJI013,7558.342084631232
FDC40_BABATUNJI017,5118.96967671415
FDC40_BABATUNJI018,4066.1854330226647
FDC40_BABATUNJI035,4750.699431062985
FDC40_BABATUNJI049,4681.588230677148
FDC41_BABATUNJI017,4564.550559273912
FDC41_BABATUNJI019,2635.3932405240694
FDC41_BABATUNJI027,5968.374305742937
FDC41_BABATUNJI046,4108.9397933188375
FDC41_BABATUNJI049,4012.293544095828
FDC44_BABATUNJI027,6939.78484067772
FDC44_BABATUNJI045,4923.297961233753
FDC46_BABATUNJI010,3661.19798033977
FDC46_BABATUNJI013,7344.41737041442
FDC47_BABATUNJI010,4739.602269624012
FDC47_BABATUNJI013,7526.116951601096
FDC47_BABATUNJI018,7239.4659470440665
FDC48_BABATUNJI017,4510.4194679196
FDC48_BABATUNJI019,2941.051171719233
FDC48_BABATUNJI035,4563.945637619576
FDC48_BABATUNJI046,4234.458228132151
FDC50_BABATUNJI017,4521.124870825137
FDC50_BABATUNJI018,3990.6007924729643
